id,label,score,sentiment
1088,1,2.31368e-05,neutral
1089,1,0.00276808,neg
1094,1,0.000434086,neg
1100,1,0.00262642,neg
1149,1,0.00300287,neg
1159,1,0.00253145,neg
1163,1,0.00264805,neg
1178,1,0.000344503,neg
1183,1,0.00251076,neutral
1184,1,0.00213595,neg
1190,1,0.0023576,neg
1194,1,0.00250142,neg
1196,1,0.00247043,neg
1197,1,0.00172176,pos
1203,1,0.00217117,neg
1204,1,0.00293396,pos
1205,1,0.0008867189999999999,neg
1216,1,0.00194489,neg
1217,1,0.00212167,neutral
1223,1,0.00176536,neg
1240,1,0.00230757,neg
1251,1,0.000953214,neg
1266,1,0.00243813,neg
1284,1,5.74327e-06,neg
1306,1,0.000368693,neg
1320,1,5.76823e-06,neg
1326,1,0.00232377,neg
1332,1,0.00270861,neg
1333,1,0.00270091,neg
1340,1,0.00175231,neg
1356,1,0.00108719,neg
1357,1,0.00133213,neutral
1360,1,0.00187267,neutral
1361,1,0.00232768,neg
1364,1,0.0017945999999999997,pos
1384,1,0.00211957,neg
1395,1,0.00266518,neg
1404,1,0.000185403,neg
1428,1,0.00128682,neg
1432,1,0.00128739,neutral
1435,1,0.00231606,neg
1442,1,0.00266468,neutral
1443,1,0.0009713230000000001,neg
1444,1,0.00253474,neg
1446,1,0.00201987,neg
1475,1,0.0018512000000000001,neg
1477,1,0.0019638999999999998,neg
1481,1,1.73026e-05,neg
1482,1,0.00154363,neg
1496,1,3.47301e-05,neg
1507,1,0.00110621,neg
1516,1,0.000326408,neg
1525,1,0.00111986,neg
1531,1,0.00252899,neg
1532,1,0.00222874,neg
1533,1,0.00250769,neg
1534,1,0.00186172,neg
1535,1,0.00260496,neg
1539,1,0.00238105,neg
1543,1,0.00231637,neg
1556,1,0.00133135,neg
1557,1,0.00262826,neg
1559,1,0.0019879999999999997,neg
1560,1,0.00255045,neg
1592,1,0.00246961,neg
1593,1,0.000127323,neg
1594,1,0.000730295,neutral
1636,1,0.00162408,pos
1639,1,0.00167426,neg
1642,1,0.0008455019999999999,neutral
1649,1,0.00126872,pos
1652,1,0.00108103,neg
1655,1,0.00224624,neg
1656,1,0.00254903,neg
1660,1,0.00182296,neg
1676,1,0.00232719,neg
1680,1,0.00205967,neg
1690,1,0.00261446,neutral
1694,1,0.00192919,neg
1698,1,0.00200207,neg
1705,1,0.00206401,neg
1706,1,0.0015127,neg
1720,1,0.00205612,neg
1734,1,0.00253242,neg
1747,1,0.00279016,neutral
1757,1,0.00179999,neg
1770,1,0.00217361,neg
1778,1,0.00229761,neg
1783,1,0.00210003,neg
1840,1,0.00276009,pos
1846,1,0.00207095,neg
1857,1,0.00230733,neg
1868,1,0.00193502,neg
1872,1,0.00238892,neg
1881,1,0.00211553,neg
1882,1,0.00256074,neg
1883,1,0.00167994,neg
1953,1,0.0025507,neg
1954,1,0.00268937,neg
2017,1,0.000778626,neg
2050,1,0.00216755,neg
2061,1,0.0017277000000000002,pos
2065,1,0.00036197,neg
2080,1,0.00113932,neg
2090,1,0.00252811,neg
2122,1,0.00209303,neg
2148,1,3.46558e-05,neg
2149,1,0.00233854,neg
2172,1,5.74225e-06,neg
2184,1,0.00253343,neutral
2190,1,1.7291199999999998e-05,pos
2192,1,0.00230511,neutral
2200,1,0.00275202,neg
2214,1,0.00278173,neg
2261,1,0.00081533,neg
2283,1,0.00216889,neg
2286,1,0.00038592199999999997,neg
2288,1,0.000291674,neg
2303,1,0.00040925699999999995,neg
2306,1,0.00246472,neutral
2317,1,0.00167509,neg
2319,1,0.00288737,neg
2320,1,0.00219164,neg
2328,1,0.00200184,neutral
2339,1,0.00207362,neg
2346,1,0.00220063,neg
2360,1,0.0007837639999999999,neg
2367,1,0.000558487,neg
2376,1,0.00250932,neg
2381,1,0.00167776,neutral
2450,1,0.00245926,neg
2454,1,0.00282581,neg
2456,1,0.00143942,neutral
2479,1,0.00232783,neg
2481,1,0.00225982,neutral
2484,1,0.00144483,neutral
2485,1,0.00206605,neg
2486,1,0.000403721,neg
2487,1,0.00218126,neg
2493,1,0.00234046,neutral
2502,1,0.00272167,neg
2511,1,0.0021989,neg
2512,1,0.00165934,neg
2517,1,0.00267155,neg
2519,1,0.00193849,neutral
2522,1,0.00222668,pos
2524,1,0.00262775,pos
2536,1,0.00160166,neg
2537,1,0.00016800299999999998,neg
2539,1,0.00172717,neg
2575,1,0.00192225,neg
2582,1,0.00191595,neutral
2583,1,0.00174593,neg
2586,1,0.000445824,neg
2604,1,0.00225473,neg
2634,1,0.00264142,neutral
2647,1,0.00162967,pos
2666,1,3.46194e-05,neg
2691,1,0.000731089,neg
2692,1,0.00274416,neutral
2716,1,0.00201933,neg
2745,1,0.00236327,neg
2747,1,0.00284959,neg
2751,1,0.0023443,neg
2764,1,5.21042e-05,neg
2817,1,0.00214465,neg
2820,1,0.00213257,neg
2823,1,0.00172062,neg
2828,1,0.00168582,neg
2833,1,0.00279929,neg
2834,1,0.00194236,neg
2835,1,0.00217974,neg
2838,1,0.00281568,neg
2840,1,5.7460000000000006e-06,pos
2849,1,8.68927e-05,neg
2851,1,0.00242268,neg
2855,1,0.00191598,neg
2858,1,6.94917e-05,neg
2860,1,0.0027055,neg
2861,1,0.00270961,neg
2897,1,1.7356500000000002e-05,neg
2905,1,0.00171484,neg
2909,1,0.00144542,neg
2920,1,0.00230148,neg
2940,1,0.002171,neg
2950,1,0.00292873,neg
2953,1,0.000777766,neg
2972,1,0.00249526,neg
2975,1,0.00256201,neg
2994,1,0.00274879,neutral
2995,1,0.0023073,neg
2996,1,0.00218661,neg
3005,1,0.00255637,neutral
3018,1,5.75849e-06,neg
3028,1,0.00278645,neg
3053,1,0.00143471,neg
3065,1,0.0011322,neg
3077,1,0.0023184,neg
3079,1,0.00250755,pos
3095,1,0.00258365,pos
3098,1,0.00213498,neg
3099,1,0.0008997460000000001,neg
3100,1,0.00253091,neg
3106,1,0.00152077,neg
3111,1,0.00267255,neutral
3115,1,4.05004e-05,neg
3120,1,0.00257502,neg
3129,1,0.00095356,neg
3130,1,0.00149205,pos
3132,1,0.0025488000000000004,neg
3147,1,0.00231524,neg
3157,1,0.0021428000000000003,neg
3158,1,0.00199856,neg
3159,1,0.00234239,neg
3162,1,0.00247167,neg
3163,1,0.00228492,neg
3166,1,0.00166016,neg
3173,1,0.00108155,neg
3179,1,0.000162236,neg
3182,1,0.00130137,neutral
3187,1,0.00194235,pos
3194,1,0.00194499,neg
3227,1,0.00175882,neg
3249,1,0.0025426,neg
3290,1,0.0018519000000000003,neg
3298,1,0.00230635,pos
3302,1,0.0024966999999999997,neg
3328,1,0.00136924,neg
3330,1,0.00215617,neg
3337,1,0.00141964,neg
3338,1,0.00238937,neutral
3339,1,0.00255858,neutral
3348,1,0.00179857,neg
3359,1,0.00243925,neg
3362,1,4.04707e-05,neg
3363,1,0.00285275,neg
3401,1,0.00249884,neg
3414,1,0.00251669,pos
3459,1,0.00200925,neg
3461,1,0.00220051,neg
3464,1,0.00239648,neg
3472,1,0.0025409000000000004,neg
3479,1,0.00146584,neg
3480,1,0.00126172,neg
3508,1,0.00221437,neg
3511,1,6.366689999999999e-05,neg
3516,1,0.00232498,neg
3517,1,0.00190467,neg
3518,1,0.00277127,neg
3523,1,0.00186853,pos
3529,1,3.46322e-05,neutral
3543,1,0.00215974,neg
3549,1,0.00245144,neg
3555,1,0.00176317,pos
3556,1,0.00256698,neg
3561,1,0.00160352,neutral
3594,1,0.000285445,neg
3620,1,0.00209069,neg
3623,1,0.000784235,neg
3627,1,0.00219278,neg
3651,1,0.00255266,neg
3652,1,0.00252528,neg
3658,1,0.000610781,neg
3675,1,0.00231617,neutral
3688,1,0.0012925,neg
3694,1,4.6217399999999996e-05,neg
3695,1,0.00286531,neg
3696,1,0.0025738000000000002,neg
3699,1,0.00252081,pos
3792,1,0.00270789,neutral
3808,1,0.00156814,neg
3811,1,0.00163652,neg
3817,1,0.00237141,neg
3820,1,0.00228979,neg
3821,1,0.00265734,neg
3857,1,8.70071e-05,neg
3858,1,0.00114086,neg
3864,1,0.00120061,neg
3865,1,5.74347e-06,neg
3866,1,0.000611137,neg
3870,1,0.00221336,neutral
3886,1,0.00273358,neg
3925,1,0.00135243,neg
3932,1,0.000285428,neg
3935,1,0.000138972,neg
3937,1,0.000185556,neg
3938,1,0.00180026,neg
3945,1,0.00255865,neutral
3958,1,0.00274043,neg
3974,1,0.000772898,neg
3994,1,0.0005697569999999999,neg
3996,1,0.0011568,neg
4013,1,0.00237997,neg
4015,1,0.00154461,neg
4016,1,0.00248874,neg
4076,1,0.00186891,neg
4087,1,0.000712304,neutral
4101,1,0.0022026999999999997,neg
4111,1,0.00282343,neg
4118,1,0.00135848,neg
4134,1,1.72849e-05,neg
4142,1,0.00227329,neutral
4153,1,0.001544,neg
4168,1,0.00153303,neg
4182,1,0.0008632339999999999,neg
4185,1,0.00268163,neutral
4189,1,0.0029158,neutral
4205,1,0.00238621,neg
4206,1,0.00225734,neg
4207,1,0.00247835,neg
4256,1,0.00279228,neg
4308,1,0.0027009,neg
4359,1,0.00037396699999999995,neg
4360,1,0.00234697,neg
4371,1,0.00139474,neg
4388,1,0.00163618,neg
4399,1,0.0009113169999999999,neg
4415,1,5.74288e-06,neg
4419,1,0.00186946,neg
4420,1,0.00145187,neg
4424,1,0.0021809,neg
4426,1,0.0027089,neutral
4428,1,0.00252127,neg
4429,1,0.00257781,neg
4565,1,0.00218131,neg
4593,1,0.00151682,neg
4641,1,0.000403674,neg
4699,1,0.00307019,neg
4741,1,0.00171659,neg
4749,1,0.000892305,neg
4760,1,0.00251551,neg
4770,1,0.00233316,pos
4772,1,0.00271202,neg
4799,1,0.00223614,neg
4800,1,0.00145308,pos
4801,1,0.00247024,neg
4803,1,0.00282055,neutral
4804,1,0.0018992999999999998,pos
4826,1,0.00203083,neg
4897,1,0.00201688,neg
4903,1,0.00255235,pos
4929,1,0.00265621,neg
4935,1,1.72888e-05,neutral
4946,1,0.00218486,pos
4970,1,0.00177281,neg
4973,1,0.00276788,neg
4997,1,0.00154262,neg
5013,1,0.00115057,neg
5028,1,0.00245875,neg
5101,1,0.0008206610000000001,neg
5118,1,0.00145848,neg
5142,1,0.000144693,neg
5172,1,0.0007194889999999999,neutral
5186,1,0.00158185,neutral
5207,1,0.00277921,neg
5210,1,6.37424e-05,neg
5222,1,0.000797062,neg
5225,1,0.00236443,neg
20,2,0.0006962460000000001,neg
101,2,0.0007498019999999999,neg
150,2,0.0007496369999999999,neg
187,2,0.000638872,neg
252,2,0.000734108,neg
302,2,0.000559086,pos
375,2,0.000736488,neg
377,2,0.00064226,neg
379,2,0.000725897,neg
442,2,0.000620047,neg
554,2,0.0006386030000000001,neg
699,2,0.00011072799999999999,neg
820,2,0.000762738,neg
846,2,0.000756367,neg
881,2,0.000339322,neg
930,2,0.000390175,neg
1022,2,0.000804593,neg
1079,2,0.000775903,neg
1155,2,0.000458694,pos
1169,2,0.000762145,neg
1177,2,0.0007257510000000001,neg
1255,2,0.000615842,neg
1394,2,0.000459023,neg
1773,2,0.000737858,neg
1900,2,0.0007340210000000001,neg
1938,2,0.00051804,neg
1976,2,0.000776158,neg
1978,2,0.000567846,neg
2059,2,0.000754005,neg
2060,2,0.000764962,pos
2076,2,0.00046892699999999995,neg
2140,2,0.0008012280000000001,pos
2191,2,0.000598193,neg
2194,2,0.000616407,neg
2210,2,0.000741372,neg
2371,2,0.000797003,pos
2372,2,0.0007230960000000001,pos
2425,2,0.000752394,neg
2462,2,0.0006980039999999999,neg
2467,2,0.000726867,neg
2482,2,0.000681795,neg
2544,2,0.000541576,neg
2599,2,0.00078365,neg
2616,2,0.000643597,neg
2628,2,0.000752871,neg
2665,2,0.000541448,neg
2668,2,0.0007509989999999999,neg
2684,2,0.000734608,neg
2809,2,0.000104749,neg
2857,2,0.000798513,neg
2903,2,0.0006525459999999999,neg
2962,2,0.0007098339999999999,neg
2964,2,0.00068828,neg
2965,2,0.000804267,neg
2967,2,0.000757541,neutral
2968,2,0.0007761589999999999,neg
2970,2,0.0007427310000000001,neg
2971,2,0.000803311,neg
2989,2,0.000765275,neg
2992,2,0.000638922,neg
2998,2,0.000802836,neg
3003,2,0.000797858,neg
3033,2,0.000726318,neutral
3034,2,0.000735555,neg
3076,2,0.0007494139999999999,neg
3178,2,0.00075722,neg
3189,2,0.0007926560000000001,neg
3237,2,0.000798888,neg
3258,2,0.000806678,neg
3260,2,0.000722173,neg
3262,2,0.000510079,neg
3360,2,0.000473496,neg
3383,2,0.000511657,neg
3412,2,0.0007456930000000001,neg
3458,2,0.000802746,neg
3519,2,0.0005846930000000001,neg
3522,2,0.0006818260000000001,neg
3525,2,0.00072503,neg
3546,2,0.000805297,pos
3576,2,0.000709613,neg
3597,2,0.0008051789999999999,neg
3709,2,0.000763982,neg
3887,2,0.000745385,neg
3916,2,0.0007537630000000001,neg
3928,2,0.00041261199999999997,neg
3942,2,0.00070892,neg
4062,2,0.000771567,neg
4125,2,0.0007422910000000001,neg
4131,2,0.000140143,neg
4184,2,0.000458487,neg
4224,2,0.000740546,neg
4225,2,0.0008048110000000001,neg
4226,2,0.00076152,neg
4392,2,0.000605005,neg
4395,2,0.0007289439999999999,neg
4711,2,0.0007499939999999999,neg
4805,2,0.000800362,neg
4882,2,0.0006926360000000001,neg
4888,2,0.0008032030000000001,pos
4902,2,0.000698005,neg
4921,2,0.000672027,neg
4943,2,0.0007627,pos
4950,2,0.0008063069999999999,neg
4956,2,0.000760287,neg
5103,2,0.000549141,neg
5169,2,0.00045241,neg
5208,2,0.0007727410000000001,neg
5211,2,0.000557785,neg
5214,2,0.000760693,neg
5215,2,0.000540774,neg
87,3,0.000168187,neg
136,3,0.000134206,pos
140,3,0.00019881,neg
171,3,0.000114149,neg
408,3,0.00017583,neg
436,3,0.00020000900000000002,neg
451,3,9.977790000000001e-05,neg
689,3,0.00016774299999999998,neg
867,3,0.00016769599999999997,neutral
1359,3,0.000174626,neg
1603,3,0.000196863,neg
1911,3,0.000153109,neg
1958,3,9.17557e-05,neg
1990,3,7.871649999999999e-05,neg
2412,3,0.000201539,neg
2426,3,9.944020000000001e-05,neg
2444,3,4.101189999999999e-05,neg
2556,3,8.51731e-05,neg
2601,3,0.00019559,neg
2717,3,0.00010691200000000001,neg
2778,3,0.000106084,neg
3086,3,5.48951e-05,neg
3164,3,4.1990600000000004e-05,neg
3193,3,8.58548e-05,neg
3292,3,9.907620000000001e-05,neg
3481,3,7.9243e-05,neg
4156,3,0.000200155,neutral
4364,3,0.000139641,neg
4747,3,0.000166272,neg
4969,3,0.000202864,neg
146,4,0.000416284,neg
311,4,0.00035177099999999996,neg
320,4,0.00036178400000000003,neg
389,4,0.00035339999999999997,neg
395,4,4.0785e-05,neg
686,4,0.000305103,pos
758,4,0.000307596,neg
831,4,6.99525e-05,neg
916,4,0.000360535,neg
936,4,0.000382155,neg
1291,4,0.000388348,neg
1344,4,0.00035184699999999997,neg
1374,4,0.000412279,neg
1447,4,0.00018799,neg
1458,4,0.000307038,neg
1480,4,0.000411742,neg
1510,4,9.34176e-05,neg
1565,4,0.000342334,neg
1599,4,0.000321553,neg
1618,4,0.00032849800000000004,neg
1620,4,0.000406092,neg
1624,4,0.00035233199999999996,neg
1668,4,0.000188005,neg
1672,4,0.000295423,neg
1700,4,4.10102e-05,neg
1721,4,4.66814e-05,pos
1802,4,0.000304445,neg
1896,4,0.00037613699999999997,pos
1908,4,0.000419305,neg
2006,4,2.8877800000000003e-05,pos
2051,4,0.000320827,neg
2101,4,0.00030451,neg
2126,4,0.000321804,neg
2246,4,0.00035961900000000004,neutral
2260,4,0.000344561,neg
2508,4,0.00036350300000000005,neg
2643,4,0.00025795,neg
2660,4,0.000280776,neg
2825,4,0.000321645,neg
2842,4,0.00037569800000000005,neg
2846,4,0.000343948,neg
2985,4,0.000343715,neg
3031,4,0.000414663,neg
3046,4,0.000146249,neg
3066,4,0.00035263300000000004,neg
3297,4,0.000405592,neg
3356,4,0.000279517,neg
3367,4,0.000297098,neg
3417,4,0.000344435,neg
3465,4,0.000304243,neg
3551,4,5.81565e-05,neg
3739,4,0.000350539,neg
3801,4,0.00038208,neg
4137,4,0.00034243,neg
4190,4,0.00021895200000000001,neg
4406,4,0.00027942799999999997,neg
4407,4,0.00034355,neg
4441,4,0.000194532,neg
4475,4,6.99188e-05,neg
4718,4,0.000352502,neg
4733,4,0.0002945,neg
4777,4,0.000353338,neutral
4880,4,0.000219485,pos
4885,4,0.00035412400000000004,neg
215,5,1.18168e-05,neg
640,5,1.2663699999999999e-05,neg
2280,5,1.24804e-05,neg
240,6,6.454529999999999e-06,neg
1385,6,6.454529999999999e-06,neg
332,7,1.25096e-05,neg
1092,7,7.09096e-05,neg
1111,7,2.47846e-05,neg
1318,7,1.1891099999999999e-05,neg
1347,7,1.2136500000000001e-05,neg
1764,7,1.2395599999999999e-05,neg
1824,7,1.20972e-05,neutral
1841,7,6.915569999999999e-05,neg
2219,7,3.11344e-05,neg
2652,7,1.85553e-05,neg
3587,7,2.48799e-05,neg
4363,7,1.22448e-05,neg
558,8,5.95135e-06,neg
785,8,2.5318499999999998e-05,neutral
863,8,2.56473e-05,pos
1785,8,1.24698e-05,pos
1923,8,3.8539e-05,neg
2773,8,5.7895e-06,neg
2839,8,6.09192e-06,neg
2925,8,1.2147e-05,neg
3231,8,6.525529999999999e-05,neg
3601,8,2.56542e-05,pos
4472,8,6.17029e-06,neg
1441,9,1.2085799999999999e-05,neutral
3015,9,1.2148499999999999e-05,neutral
3439,9,1.8131e-05,neg
3440,9,5.86236e-06,neg
